"PLAYER","REASON","missed_games","salary_dollars_claimed","injuries_prior","played_games_prior","games_prior","total_miles_prior","total_minutes_prior","PERCENTAGE_MIN_prior","AVG_TRAVEL_MILES_prior","FGM_prior_sum","FGA_prior_sum","FG3M_prior_sum","FG3A_prior_sum","FTM_prior_sum","FTA_prior_sum","PF_prior_sum","PTS_prior_sum","STL_prior_sum","BLK_prior_sum","TO_prior_sum","OREB_prior_sum","DREB_prior_sum","AST_prior_sum","BLKA_prior_sum","PFD_prior_sum","POSS_prior_sum","SCREEN_ASSISTS_prior_sum","DEFLECTIONS_prior_sum","CHARGES_DRAWN_prior_sum","CONTESTED_SHOTS_2PT_prior_sum","CONTESTED_SHOTS_3PT_prior_sum","OFF_BOXOUTS_prior_sum","DEF_BOXOUTS_prior_sum","OFF_LOOSE_BALLS_RECOVERED_prior_sum","DEF_LOOSE_BALLS_RECOVERED_prior_sum","D_FGM_prior_sum","D_FGA_prior_sum","DRIVES_prior_sum","DIST_MILES_OFF_prior_sum","DIST_MILES_DEF_prior_sum","TOUCHES_prior_sum","PASSES_MADE_prior_sum","PASSES_RECEIVED_prior_sum","SECONDARY_AST_prior_sum","POTENTIAL_AST_prior_sum","FT_AST_prior_sum","OREB_CONTEST_prior_sum","OREB_CHANCES_prior_sum","DREB_CONTEST_prior_sum","DREB_CHANCES_prior_sum"
"Bam Adebayo","Right Knee Contusion",0,0,0,9,9,5865.96073421624,315.3,0.729861111111111,1466.49018355406,63,117,0,2,35,41,32,161,11,9,31,20,54,31,4,38,643,54,12,0,57,33,5,22,10,3,57,128,41,12,10.5,563,389,398,4,54,3,14,52,12,89
"Bam Adebayo","Right Shoulder Sprain",0,0,3,30,34,16965.9141042239,1053.88333333333,0.731863425925926,997.994947307288,248,466,1,10,127,151,94,624,28,19,93,74,219,101,15,143,2137,138,41,0,159,71,10,58,15,4,194,410,178,40.6,34.4,2015,1346,1375,12,182,7,49,176,66,335
"Bam Adebayo","Right Wrist Contusion",1,370143.658536585,5,37,41,21982.3073249376,1300.66666666667,0.732357357357357,999.195787497164,315,585,1,10,162,201,112,793,39,29,106,104,263,116,23,184,2638,167,55,0,199,86,14,78,18,6,239,505,207,50.1,42.4,2445,1612,1651,14,211,7,70,231,80,412
"Ben Simmons","Back Soreness",1,432300.87804878,3,31,41,18357.2352606232,842.583333333333,0.566252240143369,734.289410424929,106,182,0,1,19,46,110,231,45,17,66,31,178,192,8,53,1757,83,88,1,83,41,2,19,6,10,156,339,102,30.4,28.5,1910,1622,1277,16,300,7,16,75,42,271
"Ben Simmons","Left Knee Soreness",38,16427433.3658536,0,6,6,2248.65438386399,191.033333333333,0.663310185185185,749.551461287996,15,34,0,1,7,15,26,37,7,4,16,6,33,44,2,18,399,22,14,0,19,11,0,5,2,3,47,81,21,6.9,6.3,434,379,277,0,71,0,3,16,5,51
"Ben Simmons","Left Knee/Calf Injury Management",1,432300.87804878,2,18,27,11795.5750632782,497.5,0.575810185185185,907.351927944473,65,105,0,1,18,33,67,148,25,12,43,18,101,106,5,36,1039,51,45,1,51,26,1,14,4,7,99,197,58,18,16.8,1131,961,743,10,178,5,11,42,22,158
"Ben Simmons","Left Upper Lateral Calf Strain",0,0,1,17,26,11795.5750632782,476.683333333333,0.584170751633987,907.351927944473,62,101,0,1,18,33,64,142,21,12,39,17,96,99,5,35,993,48,43,1,50,26,1,13,4,7,91,185,56,17.2,16.1,1079,918,705,9,169,4,11,41,21,152
"Bennedict Mathurin","Left Shoulder Soreness",0,0,0,40,40,16021.8254711894,1119.85,0.583255208333333,696.601107443016,218,515,64,189,197,240,80,697,26,3,73,42,111,56,45,163,2416,11,42,2,58,56,2,21,13,9,180,387,284,45,39.3,1699,951,1275,11,120,9,24,130,20,189
"Bennedict Mathurin","Right Ankle Sprain",4,321307.317073171,1,67,67,29580.2707626335,1860.13333333333,0.578399668325041,687.913273549617,354,828,88,279,319,386,136,1115,40,8,119,73,196,94,73,265,3995,18,72,2,92,106,5,32,19,19,315,668,491,74.7,66.1,2748,1550,2020,18,180,15,41,211,33,327
"Bennedict Mathurin","Right Ankle Sprain Management",0,0,2,70,74,31025.0505606321,1943.71666666667,0.578487103174603,674.457620883306,365,847,92,284,328,396,144,1150,42,9,128,74,201,98,75,271,4173,18,76,2,96,110,6,35,20,19,333,697,512,78,69.1,2845,1609,2090,18,188,15,42,217,33,338
"Bismack Biyombo","Right Knee Bone Contusion",1,35437.2073170732,1,61,81,29417.8750610616,874.1,0.298531420765027,754.304488745169,119,206,0,0,25,70,114,263,18,88,51,89,171,56,11,82,1805,142,44,0,299,50,11,64,11,7,227,487,6,34.1,29.8,1408,1113,762,5,86,1,60,197,46,314
"Bismack Biyombo","Right Knee Soreness",14,496120.902439025,0,29,35,12861.6914216726,403.466666666667,0.289846743295019,803.855713854536,48,82,0,0,13,36,60,109,10,41,29,32,77,26,3,43,820,76,26,0,151,18,4,41,3,2,101,221,2,15.7,13.7,633,513,334,2,39,1,24,81,25,134
"Blake Wesley","Left MCL Sprain",23,694506.835443038,0,2,7,1111.47282984029,23.4833333333333,0.244618055555555,1111.47282984029,6,9,2,3,2,4,3,16,0,0,2,1,1,4,0,2,52,0,1,0,2,3,0,0,0,0,6,9,7,1.2,0.8,53,40,44,2,10,1,1,1,0,1
"Bobby Portis","Right Knee MCL sprain",1,132235.975609756,2,47,58,21205.8199992016,1257.53333333333,0.557417257683215,623.700588211812,281,563,58,170,58,70,81,678,22,11,59,120,353,85,24,58,2674,64,41,0,145,108,18,39,17,10,245,517,94,52.2,43.4,2471,1781,1174,11,148,6,83,268,78,517
"Bobby Portis","Right Knee Sprain",11,1454595.73170732,1,47,47,21205.8199992016,1257.53333333333,0.557417257683215,623.700588211812,281,563,58,170,58,70,81,678,22,11,59,120,353,85,24,58,2674,64,41,0,145,108,18,39,17,10,245,517,94,52.2,43.4,2471,1781,1174,11,148,6,83,268,78,517
"Bobby Portis","Right Quad Contusion",0,0,0,43,43,19507.4834047448,1135.08333333333,0.549943475452196,629.273658217575,252,507,48,149,52,64,73,604,21,11,52,111,318,76,20,55,2412,54,40,0,119,98,14,34,15,9,213,459,83,47.2,39.1,2241,1617,1056,11,138,5,77,245,68,468
"Bogdan Bogdanovic","Back Tightness",1,219512.195121951,5,42,67,20813.7220533097,1205.31666666667,0.597875330687831,693.790735110323,219,495,116,285,50,62,73,604,36,14,52,16,121,124,11,56,2541,22,88,1,117,148,0,6,6,6,267,573,245,50.1,40.8,1754,1135,1238,14,211,12,3,43,24,197
"Bogdan Bogdanovic","Left Knee Contusion",0,0,6,48,74,24386.8912516151,1363.33333333333,0.591724537037037,717.261507400445,243,552,128,318,57,70,80,671,39,18,61,19,131,133,12,59,2877,29,94,1,138,162,1,8,6,8,304,643,266,56.8,46.1,1986,1295,1406,16,233,15,3,46,29,217
"Bogdan Bogdanovic","Left Quad Soreness",1,219512.195121951,2,19,42,9058.83918834194,588.933333333333,0.645760233918129,647.059942024424,114,266,55,149,21,26,27,304,15,6,26,5,68,50,7,25,1256,14,50,1,60,72,0,5,4,4,138,287,122,24.6,19.9,848,522,594,7,86,6,1,22,13,108
"Bogdan Bogdanovic","Right Hip Soreness",0,0,4,32,57,18828.8406537462,959.883333333333,0.624924045138889,724.186178990238,176,412,89,235,35,46,55,476,26,9,39,13,94,98,11,39,2024,17,70,1,98,116,0,6,6,5,215,462,197,40.1,32.2,1381,879,980,8,167,9,2,39,19,162
"Bogdan Bogdanovic","Right Knee Injury Management",3,658536.585365853,1,5,27,1901.65673896913,139,0.579166666666667,475.414184742283,33,78,19,49,5,5,5,90,3,1,10,0,16,11,3,7,286,3,11,1,10,18,0,0,1,1,28,60,31,5.8,4.5,223,128,169,1,20,1,0,6,0,25
"Bogdan Bogdanovic","Right Knee Injury Recovery",22,4829268.29268292,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bogdan Bogdanovic","Right Knee Soreness",1,219512.195121951,3,21,45,10513.7409472271,652.4,0.647222222222222,657.108809201694,121,290,59,162,23,28,31,324,18,6,27,6,71,60,7,27,1386,14,55,1,65,80,0,6,4,4,146,309,130,27.2,21.8,934,582,653,7,100,7,1,23,13,114
"Bojan Bogdanovic","Bilateral Achilles Tendinopathy",20,4827160.49382716,3,57,60,25014.0692901732,1818.53333333333,0.664668615984405,625.351732254331,410,841,134,332,260,293,109,1214,33,7,131,32,180,146,72,203,3827,22,55,0,142,123,2,33,17,11,320,635,505,73.5,60.1,2644,1481,1957,24,317,17,15,102,23,301
"Bojan Bogdanovic","Left Calf Soreness",1,241358.024691358,2,42,43,18709.6836358985,1312.66666666667,0.651124338624338,645.161504686154,294,607,101,243,194,217,73,883,26,2,97,23,127,115,54,151,2770,17,41,0,109,92,2,25,14,5,222,458,367,53.5,43.5,1948,1100,1434,17,229,10,11,74,16,203
"Bojan Bogdanovic","Right Knee And Ankle Soreness",0,0,1,21,22,7905.47121442471,673.966666666666,0.668617724867725,564.67651531605,147,297,49,124,90,102,40,433,9,0,47,12,71,52,30,72,1429,9,13,0,61,49,1,22,6,3,128,251,181,27.4,22.4,982,575,686,6,93,5,6,35,9,111
"Bojan Bogdanovic","Right Knee and Ankle Soreness",1,241358.024691358,0,21,21,7905.47121442471,673.966666666666,0.668617724867725,564.67651531605,147,297,49,124,90,102,40,433,9,0,47,12,71,52,30,72,1429,9,13,0,61,49,1,22,6,3,128,251,181,27.4,22.4,982,575,686,6,93,5,6,35,9,111
"Bones Hyland","Left Finger Sprain",2,55734.6835443038,4,38,46,19599.5355845916,758.3,0.415734649122807,816.64731602465,164,404,89,227,63,74,63,480,25,11,63,10,73,118,26,69,1556,5,45,0,39,55,0,0,6,8,152,309,252,31,25.2,1858,1303,1538,21,212,14,5,35,12,128
"Bones Hyland","Left Hip Soreness",0,0,1,11,15,7762.68198847556,236.1,0.447159090909091,776.268198847556,52,134,34,73,26,32,22,164,7,3,22,2,22,41,11,34,500,1,11,0,17,16,0,0,2,1,48,95,99,10.2,8,618,421,519,10,81,7,2,15,4,41
"Bones Hyland","Left Hip Strain",1,27867.3417721519,0,6,7,3874.18575095897,108.65,0.377256944444445,774.837150191794,22,63,14,32,14,19,12,72,1,2,10,0,6,22,7,19,233,0,4,0,9,11,0,0,2,0,16,45,50,4.7,3.8,300,201,269,8,44,4,0,6,1,13
"Bones Hyland","Left Thigh Contusion",0,0,2,32,40,17937.0925341038,662.866666666667,0.431553819444445,815.322387913811,146,355,80,197,57,68,54,429,20,10,58,10,63,103,24,63,1366,5,38,0,34,47,0,0,6,5,142,280,230,27.1,22.1,1632,1139,1366,19,189,12,5,34,9,114
"Bones Hyland","Right Ankle Sprain",0,0,3,35,43,19599.5355845916,715.366666666667,0.425813492063492,816.64731602465,158,384,86,213,59,70,61,461,24,10,60,10,70,113,25,66,1473,5,42,0,38,50,0,0,6,7,148,297,240,29.3,23.8,1768,1241,1464,20,205,14,5,35,10,124
"Bradley Beal","Left Foot Soreness",2,1055591.46341463,5,31,51,13135.5748922061,1017.13333333333,0.683557347670251,547.315620508587,262,509,50,137,120,141,56,694,25,19,81,27,81,157,14,106,2093,11,62,2,65,73,0,3,9,4,155,344,439,42.1,32.4,2059,1329,1719,25,348,29,10,63,19,145
"Bradley Beal","Left Hamstring Left hamstring strain",1,527795.731707317,4,24,43,9110.10032785533,806.216666666667,0.699840856481482,535.888254579726,207,394,36,106,99,115,43,549,25,14,66,21,62,124,10,88,1659,8,56,2,57,59,0,3,9,3,123,275,357,33.1,25.9,1644,1069,1374,20,274,22,8,46,16,109
"Bradley Beal","Left Hamstring Soreness",3,1583387.19512195,2,23,35,9110.10032785533,792.916666666667,0.718221618357488,535.888254579726,204,387,36,105,97,113,43,541,23,14,64,20,62,120,9,87,1632,8,53,2,57,57,0,3,9,2,122,269,349,32.5,25.4,1620,1055,1356,20,268,21,7,45,16,108
"Bradley Beal","Left Hamstring Strain",4,2111182.92682927,3,24,39,9110.10032785533,806.216666666667,0.699840856481482,535.888254579726,207,394,36,106,99,115,43,549,25,14,66,21,62,124,10,88,1659,8,56,2,57,59,0,3,9,3,123,275,357,33.1,25.9,1644,1069,1374,20,274,22,8,46,16,109
"Bradley Beal","Left Knee Soreness",10,5277957.31707317,7,50,72,22595.242298022,1672.96666666667,0.697069444444445,594.611639421632,444,878,80,219,192,228,107,1160,45,33,145,41,155,271,33,169,3421,18,96,4,103,118,0,5,13,9,253,570,795,70,52.5,3393,2143,2804,42,542,38,16,95,34,247
"Bradley Beal","Right Hamstring Strain",6,3166774.3902439,1,18,24,5338.78340005306,630.816666666667,0.73011188271605,410.675646157928,156,299,31,88,69,79,34,412,21,11,51,15,52,97,7,60,1301,7,45,2,46,52,0,3,9,2,99,217,249,25.7,20.3,1313,876,1092,17,219,17,6,35,13,87
"Bradley Beal","Right Knee Soreness",0,0,6,36,58,17530.9803695465,1182.85,0.684519675925926,649.295569242462,316,608,63,168,135,158,68,830,32,23,99,30,97,186,18,115,2432,12,72,3,70,82,0,4,9,5,180,404,514,49.2,37.4,2397,1530,2004,28,400,31,11,68,21,170
"Bradley Beal","Right Thigh Contusion",1,527795.731707317,0,12,17,2622.56454230461,442.166666666667,0.767650462962964,327.820567788077,103,201,23,60,43,47,25,272,15,8,37,8,36,70,5,38,911,5,31,2,35,37,0,3,5,2,66,150,162,17.9,14.2,893,608,756,13,150,11,3,23,9,65
"Brandon Boston Jr.","Tailbone Contusion",14,273615.65,0,21,65,10032.4287448294,246.666666666667,0.244708994708995,836.035728735786,51,121,12,29,29,38,21,143,9,0,12,7,22,19,11,29,524,1,22,0,15,20,0,3,1,2,44,92,77,10.1,8.8,427,268,300,4,44,0,3,15,5,45
"Brandon Clarke","Left Achilles Tear",20,1059492.43902439,1,56,62,33046.0250786006,1090.13333333333,0.405555555555556,786.810120919062,229,349,1,6,100,139,131,559,34,37,55,92,218,72,18,122,2348,134,74,1,205,64,15,55,9,7,204,454,53,45,40.8,1594,1119,1001,10,140,8,67,258,69,370
"Brandon Clarke","Left Hip Soreness",6,317847.731707317,0,35,35,20669.9892468348,682.816666666667,0.406438492063492,794.999586416722,144,221,1,6,66,88,84,355,16,26,39,49,142,39,13,79,1474,84,42,1,143,35,7,41,6,5,112,273,40,28.4,25.2,993,691,638,6,82,4,38,157,40,237
"Brandon Ingram","Concussion Protocols",4,1543931.70731707,0,3,3,2350.54734619238,79.3,0.550694444444444,783.515782064128,22,38,4,7,18,22,3,66,4,1,10,0,17,12,3,15,169,1,8,0,8,8,0,1,0,0,15,27,33,3.1,2.6,159,95,125,1,21,1,0,3,2,23
"Brandon Ingram","Left Great Toe Contusion",29,11193504.8780488,1,15,19,7007.40419350516,480.983333333333,0.668032407407407,700.740419350516,109,231,28,60,66,76,33,312,13,10,42,7,69,70,12,52,998,9,25,0,45,50,0,4,4,4,86,174,167,18,15.2,953,615,765,8,139,11,5,16,16,111
"Brandon Ingram","Left Great Toe Injury Recovery",1,385982.926829268,2,17,50,7007.40419350516,535.5,0.65625,700.740419350516,121,271,29,71,76,86,38,347,15,10,52,8,79,79,14,60,1110,9,30,0,47,55,0,4,4,5,89,189,201,20,17,1062,668,853,8,157,13,6,21,17,126
"Brandon Ingram","Left Great Toe Soreness",1,385982.926829268,3,20,54,9026.5080945981,636.483333333333,0.663003472222222,694.346776507546,151,336,31,80,91,104,49,424,16,12,62,10,95,99,16,84,1325,11,33,0,59,60,0,5,5,5,99,219,250,23.9,20,1268,776,1025,9,191,14,6,28,21,147
"Brandon Ingram","Right Ankle Sprain",2,771965.853658536,4,31,66,19021.981099254,1013.85,0.681350806451613,864.635504511544,259,551,48,122,145,167,83,711,21,12,99,12,142,149,23,139,2095,16,45,2,85,87,0,6,8,7,155,334,418,38.3,31.3,2004,1191,1643,22,320,20,7,43,30,217
"Brook Lopez","Left Ankle Soreness",1,169597.268292683,0,68,69,32410.2671993148,2086.71666666667,0.639312704248366,661.434024475813,405,780,127,333,115,152,172,1052,34,170,96,135,322,89,23,136,4473,187,69,0,1063,121,28,92,10,9,715,1549,72,75.8,67,2351,1401,1537,11,153,5,90,276,121,572
"Bruce Brown","Left Calf Soreness",0,0,2,40,41,24123.5618367322,1153.25,0.600651041666667,831.846959887317,174,351,54,135,37,46,96,439,38,26,65,32,135,152,19,43,2402,7,74,0,108,107,0,7,6,10,241,524,236,45.2,38.1,2117,1631,1555,18,217,2,21,79,22,240
"Bruce Brown","Left Knee Inflammation",0,0,3,48,49,27781.0745666963,1396.31666666667,0.606040219907407,841.850744445343,215,435,65,163,47,66,115,542,52,34,78,37,164,174,24,59,2899,9,94,0,144,129,0,8,6,12,284,628,282,54.5,45.9,2556,1961,1873,24,260,4,25,99,28,290
"Bruce Brown","Left Patellofemoral Inflammation",1,79012.1951219512,4,79,80,48752.114729781,2247.73333333333,0.592756680731364,840.553702237603,349,724,91,253,113,148,188,902,84,51,123,63,259,262,37,115,4644,18,162,0,208,189,1,14,18,20,424,947,507,87.4,74.5,4062,3059,3021,43,429,13,38,164,43,439
"Bruce Brown","Right Ankle Sprain",1,79012.1951219512,0,33,33,21839.4043798771,972.55,0.613983585858586,839.977091533733,142,290,41,103,31,39,84,356,31,21,53,29,107,134,17,37,2024,5,65,0,90,91,0,6,4,9,199,432,214,38.4,32.3,1781,1384,1312,16,187,2,19,69,18,197
"Bruce Brown","Right Thumb Sprain",0,0,1,39,40,24123.5618367322,1127.81666666667,0.602466168091168,831.846959887317,172,345,54,132,37,46,94,435,36,25,63,31,134,151,19,43,2349,7,71,0,105,107,0,7,5,9,235,511,231,44.2,37.3,2078,1602,1525,18,211,2,20,77,21,235
"Bruno Fernando","Left Knee Injury Maintenance",1,33138.9146341463,1,3,18,1402.20227319143,53.4,0.370833333333333,701.101136595716,8,11,0,0,2,4,6,18,1,3,2,7,9,9,2,5,118,15,1,0,19,0,1,9,1,0,17,27,1,2.2,1.6,99,83,58,0,11,0,4,18,1,20
"Bruno Fernando","Left Knee Soreness",15,497083.719512194,0,2,2,1402.20227319143,36.8,0.383333333333334,701.101136595716,5,6,0,0,1,2,3,11,1,2,1,5,8,9,0,3,81,14,1,0,17,0,0,8,1,0,13,18,0,1.5,1.1,73,65,42,0,10,0,2,13,0,18
"Bryn Forbes","Right Ankle Sprain",25,709378.086419753,1,22,53,13853.0047594366,235.05,0.222585227272727,923.533650629107,25,74,10,39,13,13,19,73,7,1,9,4,9,14,5,9,510,4,11,0,7,11,0,1,0,3,36,74,31,10,8.5,261,167,193,1,21,2,1,5,3,15
"Bryn Forbes","Right Shoulder Soreness",8,227000.987654321,0,21,38,12746.1059972611,223.466666666667,0.221693121693122,910.436142661504,23,69,9,36,12,12,17,67,7,1,8,4,9,13,5,8,484,4,11,0,7,11,0,1,0,3,34,72,29,9.5,8.1,246,157,178,1,21,2,1,5,3,15
"Buddy Hield","Left Foot Sore",0,0,0,68,68,29820.781664903,2165.21666666667,0.663362949346405,677.745037838705,415,907,254,594,90,108,138,1174,80,21,122,59,282,181,34,58,4609,30,154,0,193,192,4,12,30,30,479,1000,411,94.3,78.4,4056,2899,2677,39,337,21,20,155,42,489
"Buddy Hield","Left Foot Soreness",0,0,1,69,69,29820.781664903,2187.55,0.660492149758454,677.745037838705,418,919,255,601,90,109,138,1181,80,22,123,61,288,185,34,58,4656,30,154,0,193,193,4,12,31,31,482,1006,419,95.2,79.3,4104,2933,2707,39,341,22,20,158,42,497
"CJ McCollum","Right Ankle Sprain",1,406504.06097561,4,51,57,21916.0654553295,1786.73333333333,0.729874727668846,706.969853397726,403,928,145,377,126,158,96,1077,51,29,134,37,183,298,43,120,3720,16,78,1,117,132,0,12,16,18,330,691,637,75.2,59.3,3844,2590,3331,36,548,47,12,80,23,285
"CJ McCollum","Right Calf Soreness",0,0,2,28,32,12382.3727101016,989.666666666667,0.736359126984127,773.898294381347,211,508,70,193,50,60,51,542,28,19,67,26,117,171,24,52,2077,7,44,0,71,84,0,11,6,11,175,377,328,41.4,33.5,2143,1480,1836,20,311,27,7,53,14,183
"CJ McCollum","Right Calf Sorness",0,0,1,27,31,11806.2740423852,953.966666666667,0.736085390946502,787.084936159016,206,490,67,185,46,56,49,525,27,17,63,26,111,160,23,50,1996,6,41,0,66,84,0,11,6,10,175,367,308,39.9,32.3,2043,1410,1746,19,293,24,7,51,14,174
"CJ McCollum","Right Third PIP Sprain",0,0,0,4,4,2350.54734619238,138.816666666667,0.723003472222222,783.515782064128,34,78,8,28,8,9,8,84,6,1,9,3,11,31,5,8,288,0,8,0,8,17,0,1,1,2,21,53,58,5.7,4.6,293,193,255,2,45,2,2,5,3,20
"CJ McCollum","Right Thumb Sprain",1,406504.06097561,3,45,50,19896.9615542366,1581.63333333333,0.732237654320988,710.605769794163,358,831,133,343,108,138,79,957,45,28,120,36,166,260,40,104,3301,13,67,1,105,116,0,12,14,17,288,603,551,66.4,52.7,3429,2309,2964,34,482,40,11,77,19,257
"Cade Cunningham","Left Shin Soreness",69,8989422.22222219,0,12,12,3129.67103833177,400.183333333333,0.694762731481481,447.095862618825,93,224,17,61,36,43,34,239,10,7,39,12,62,72,23,37,850,5,24,0,42,40,1,10,4,6,80,186,199,16.7,13.3,939,604,789,5,151,22,5,32,17,97
"Caleb Martin","Left Ankle Discomfort",0,0,5,53,63,28660.2439113062,1588.1,0.624253144654088,818.864111751606,197,437,70,193,65,84,112,529,54,24,60,70,198,85,23,92,3255,19,110,13,103,146,0,28,15,14,352,707,167,70.6,59,2072,1489,1370,14,187,14,24,153,35,347
"Caleb Martin","Left Ankle Irritation",0,0,2,28,29,17220.735142149,923.133333333333,0.686855158730159,1012.98442012641,118,254,44,108,29,37,56,309,33,10,34,45,89,55,14,42,1905,10,64,7,62,104,0,20,9,7,201,412,93,40.9,34.1,1156,823,806,8,117,9,14,87,13,178
"Caleb Martin","Left Ankle Sprain",2,158024.390243902,3,29,30,17635.0435564279,953.933333333333,0.6852969348659,979.72464202377,123,263,44,111,32,40,58,322,33,10,36,46,90,55,15,45,1969,10,66,8,65,105,0,20,10,8,207,426,100,42.3,35.2,1204,858,843,8,119,9,14,90,13,185
"Caleb Martin","Left Knee Soreness",1,79012.1951219512,6,58,68,28660.2439113062,1728.1,0.620725574712644,818.864111751606,218,469,77,206,77,97,118,590,56,27,66,75,214,92,23,105,3537,22,116,15,113,156,0,32,15,14,382,762,181,76.8,64.5,2238,1608,1472,14,202,15,25,165,39,380
"Caleb Martin","Left Quadriceps Strain",7,553085.365853658,4,32,35,17635.0435564279,1032.08333333333,0.671929253472222,979.72464202377,131,282,48,121,33,42,59,343,35,12,38,50,104,61,16,53,2125,11,71,9,66,112,0,21,10,8,225,463,104,45.9,37.8,1315,941,909,8,128,9,15,99,16,206
"Caleb Martin","Right Knee Tendinosis",0,0,1,14,15,9154.35057978803,415.35,0.618080357142857,1307.76436854115,51,112,16,38,8,11,29,126,17,5,14,27,40,27,10,19,857,6,33,2,31,46,0,10,5,2,85,182,38,18.6,15.7,542,396,374,4,55,7,8,51,5,85
"Caleb Martin","Right Quadriceps Contusion",0,0,0,10,11,7918.67007643858,275.883333333333,0.574756944444444,1319.7783460731,34,78,7,23,6,6,21,81,13,1,8,19,26,15,6,10,576,2,22,0,17,28,0,9,3,2,57,117,30,12.7,10.4,360,260,249,4,32,4,6,36,3,52
"Cam Reddish","Lumbar Soreness",6,435691.75608,2,39,75,20718.491098323,963.849999967,0.514877136734509,739.946110654393,134,303,45,142,63,74,71,376,39,14,46,18,69,57,19,54,2035,2,79,0,88,107,0,12,7,14,191,389,177,37.7,35.2,1108,695,816,7,113,1,7,42,15,109
"Cam Reddish","Right Groin sore",1,72615.29268,0,16,16,8881.652405123,372.98333332,0.485655381927083,683.204031163308,54,119,16,49,24,27,27,148,14,8,11,7,23,16,6,20,793,1,29,0,40,41,0,4,6,4,72,146,71,14.3,14.2,346,194,258,1,34,1,2,19,5,33
"Cam Reddish","Sore Right Groin",35,2541535.2438,1,16,17,8881.652405123,372.98333332,0.485655381927083,683.204031163308,54,119,16,49,24,27,27,148,14,8,11,7,23,16,6,20,793,1,29,0,40,41,0,4,6,4,72,146,71,14.3,14.2,346,194,258,1,34,1,2,19,5,33
"Cameron Johnson","Right Hip Contusion",0,0,0,2,2,1006.82080287577,49.6833333333334,0.517534722222223,1006.82080287577,8,22,4,12,0,0,3,20,2,2,2,1,5,2,0,1,102,0,5,1,9,4,0,0,0,2,11,22,3,2,1.7,64,40,44,0,3,0,0,4,1,9
"Cameron Johnson","Right Knee Injury",37,2593479.32142857,1,8,8,2192.88442514996,202.283333333333,0.526779513888889,730.961475049988,37,83,22,51,8,11,14,104,9,3,2,5,22,14,2,11,416,4,23,1,29,18,0,1,3,2,34,78,18,8.1,7,259,167,175,2,21,3,1,13,3,40
"Cameron Johnson","Right Knee Injury Management",2,140188.071428571,3,9,46,3453.45752452885,224.116666666667,0.518788580246913,863.364381132213,41,93,24,57,17,20,15,123,10,5,4,6,27,16,2,16,468,4,24,1,33,19,0,1,3,3,37,86,23,9,7.8,293,186,198,2,24,3,1,14,4,49
"Cameron Johnson","Right Knee Injury management",0,0,4,15,54,5153.46000600357,377.533333333333,0.524351851851852,858.910001000596,69,153,40,91,24,30,28,202,12,6,8,12,46,22,6,23,791,7,41,1,50,33,0,3,4,3,66,147,40,15.2,13.1,491,311,325,2,44,7,5,24,12,81
"Cameron Johnson","Right Knee Soreness",2,140188.071428571,5,27,67,10112.5816664939,721.916666666667,0.557034465020576,594.857745087875,140,306,71,177,57,71,51,408,29,9,17,19,88,43,11,52,1507,16,67,2,83,54,1,10,7,7,129,279,96,29.2,24.9,992,627,657,6,85,10,10,44,17,145
"Cameron Johnson","Right Meniscus Tear",0,0,2,8,45,2192.88442514996,202.283333333333,0.526779513888889,730.961475049988,37,83,22,51,8,11,14,104,9,3,2,5,22,14,2,11,416,4,23,1,29,18,0,1,3,2,34,78,18,8.1,7,259,167,175,2,21,3,1,13,3,40
"Cameron Payne","Left Foot Soreness",2,146341.463414634,0,7,7,2192.88442514996,111.983333333333,0.33328373015873,730.961475049988,24,57,9,23,5,6,7,62,8,1,13,2,12,20,2,8,238,0,16,1,5,8,0,1,2,2,9,27,40,4.8,3.7,278,200,221,7,38,1,1,8,0,18
"Cameron Payne","Low Back Soreness",1,73170.7317073171,4,48,81,26326.8917168617,968.316666666667,0.420276331018519,774.320344613579,188,453,68,185,49,64,88,493,33,8,81,12,94,214,21,63,2033,2,77,4,39,59,1,8,10,6,138,287,360,39.7,31.4,2383,1781,1921,40,406,23,4,55,6,154
"Cameron Payne","Right Foot Soreness",21,1536585.36585366,2,28,39,15394.1411002932,671.05,0.499293154761905,810.217952647008,127,308,48,127,38,49,57,340,25,5,55,9,55,148,15,49,1394,2,55,3,25,40,0,6,8,5,95,196,240,27.2,21.5,1617,1206,1304,22,277,14,3,34,5,88
"Cameron Payne","Right Foot Sprain",1,73170.7317073171,3,28,60,15394.1411002932,671.05,0.499293154761905,810.217952647008,127,308,48,127,38,49,57,340,25,5,55,9,55,148,15,49,1394,2,55,3,25,40,0,6,8,5,95,196,240,27.2,21.5,1617,1206,1304,22,277,14,3,34,5,88
"Cameron Payne","Right Foot Strain",9,658536.585365854,1,26,28,14649.6680982626,644.666666666667,0.516559829059829,861.745182250742,123,296,48,124,36,47,55,330,25,5,51,9,53,139,13,48,1344,2,53,3,25,39,0,6,8,5,91,188,230,26.1,20.6,1554,1161,1250,21,263,14,3,32,5,83
